sampleID,landing,stormID,stormName,stormYear,category,landingLat,landingLon,basin,continent,ISO3,region,cellCenterLat,cellCenterLon,damage,windSpeed,windSpeed5day,travelSpeed,rainfall,coastalSlope,coastDist
241,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.78572974,-87.85139064,0.268886196,68.89185348,44.45921244,14.87054664,151.4014609,0.080105052,15
242,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.74979649,-87.89630641,0.185450637,67.00158678,44.22117127,14.87054664,77.02586834,0.073240295,10
243,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,19.49539856,-87.44714677,0.193351591,84.62950248,44.0604493,14.87054664,170.4059919,0.031399843,5
244,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.67196698,-87.80639223,0.097689911,66.2473049,44.01536483,14.87054664,142.4861726,0.054770284,5
245,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.58809974,-87.73460965,0.0888783,64.33221154,43.70605903,14.87054664,74.21584828,0.063274657,5
246,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.5431835,-87.73460965,0.1585795,62.92595507,43.49795824,14.87054664,152.1564533,0.063701478,5
247,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.46233453,-87.75856598,0.160125356,60.39373351,43.10740345,14.87054664,224.8252978,0.05128384,5
248,Franklin2017_2017219N16279_2017081005,2017219N16279,Franklin,2017,c1,20,-96.6,NAt,North America,MEX,Central America,20.15116833,-96.7177625,0.167027021,109.7763225,56.00406994,20.92121957,115.8712995,0.011394545,5
249,Franklin2017_2017219N16279_2017081005,2017219N16279,Franklin,2017,c1,20,-96.6,NAt,North America,MEX,Central America,20.25896617,-96.82556033,0.108665713,101.5226319,54.76150342,20.92121957,103.5786953,0.003520737,5
250,Franklin2017_2017219N16279_2017081005,2017219N16279,Franklin,2017,c1,20,-96.6,NAt,North America,MEX,Central America,20.29489878,-96.86149294,0.167710067,98.19510319,53.92431895,20.92121957,107.3162774,0.003922362,5
251,Franklin2017_2017219N16279_2017081005,2017219N16279,Franklin,2017,c1,20,-96.6,NAt,North America,MEX,Central America,20.44761208,-96.97827288,0.143238826,87.3412943,50.84413055,20.92121957,159.6987623,0.004534735,5
252,Franklin2017_2017219N16279_2017081005,2017219N16279,Franklin,2017,c1,20,-96.6,NAt,North America,MEX,Central America,20.51049445,-97.041156,0.204209345,83.36267151,49.6164687,20.92121957,78.14550018,0.002589505,5
253,Franklin2017_2017219N16279_2017081005,2017219N16279,Franklin,2017,c1,20,-96.6,NAt,North America,MEX,Central America,20.54642706,-97.07708861,0.167302961,81.32113251,48.97129512,20.92121957,80.18204103,0.001451984,5
254,Franklin2017_2017219N16279_2017081005,2017219N16279,Franklin,2017,c1,20,-96.6,NAt,North America,MEX,Central America,20.56439336,-97.09505492,0.165977116,80.35680273,48.66302774,20.92121957,79.51401901,0.001611953,5
255,Gabrielle2001_2001255N26276_2001091418,2001255N26276,Gabrielle,2001,c1,28,-81.8,NAt,North America,USA,Northern America,27.82278085,-82.4884484,0.1825751,64.06139268,54.23156946,12.91577362,170.6774979,0.001915555,5
256,Gamma2020_2020276N17277_2020100318,2020276N17277,Gamma,2020,c1,20.4,-87.5,NAt,North America,MEX,Central America,21.00456731,-86.81832806,0.270022183,80.41681732,49.13677125,13.12526907,437.0899869,0.032217849,5
257,Gamma2020_2020276N17277_2020100606,2020276N17277,Gamma,2020,c1,21.3,-88.5,NAt,North America,MEX,Central America,21.57649572,-88.04003537,0.204194547,42.32446533,52.81563255,12.98727393,628.3009408,0.000123984,5
258,Gamma2020_2020276N17277_2020100606,2020276N17277,Gamma,2020,c1,21.3,-88.5,NAt,North America,MEX,Central America,21.55254017,-87.96817163,0.28653411,42.1705495,52.7410863,12.98727393,212.7154703,-0.000495711,5
259,Gamma2020_2020276N17277_2020100606,2020276N17277,Gamma,2020,c1,21.3,-88.5,NAt,North America,MEX,Central America,21.55254017,-87.89630641,0.241870333,41.89490243,52.71792661,12.98727393,210.4141798,-0.00132,5
260,Gamma2020_2020276N17277_2020100606,2020276N17277,Gamma,2020,c1,21.3,-88.5,NAt,North America,MEX,Central America,21.53457748,-88.44427873,0.073937795,52.91636977,49.38941323,12.98727393,883.1241135,-0.000115453,5
261,Goni2020_2020299N11144_2020110100,2020299N11144,Goni,2020,c5,13.5,123.567,WP,Asia,PHL,Southeastern Asia,13.59346675,123.5491452,0.482693269,165.8272626,24.3853471,27.84499673,179.000432,0.10033877,5
262,Goni2020_2020299N11144_2020110100,2020299N11144,Goni,2020,c5,13.5,123.567,WP,Asia,PHL,Southeastern Asia,13.71923089,123.5850778,0.246104587,109.5580725,21.15556289,27.84499673,148.8714952,0.006125529,5
263,Goni2020_2020299N11144_2020110100,2020299N11144,Goni,2020,c5,13.5,123.567,WP,Asia,PHL,Southeastern Asia,13.80906291,123.8635555,0.296598561,76.63085916,19.55719859,27.84499673,318.7901983,-0.002295537,5
264,Goni2020_2020299N11144_2020110100,2020299N11144,Goni,2020,c5,13.5,123.567,WP,Asia,PHL,Southeastern Asia,13.88092764,124.3396626,0.299983623,53.25409479,19.31796707,27.84499673,153.3686621,-0.002108173,5
265,Goni2020_2020299N11144_2020110100,2020299N11144,Goni,2020,c5,13.5,123.567,WP,Asia,PHL,Southeastern Asia,13.25210694,124.070168,0.19219412,38.77271788,18.87568622,27.84499673,152.3390675,0.004372955,5
266,Goni2020_2020299N11144_2020110100,2020299N11144,Goni,2020,c5,13.5,123.567,WP,Asia,PHL,Southeastern Asia,13.90490752,123.6629237,0.306960138,77.33925917,19.36507374,27.84499673,420.990592,-0.000289755,5
267,Goni2020_2020299N11144_2020110100,2020299N11144,Goni,2020,c5,13.5,123.567,WP,Asia,PHL,Southeastern Asia,13.1263428,123.8725387,0.192142368,43.93185224,18.74039789,27.84499673,118.9818025,0.075515942,5
268,Goni2020_2020299N11144_2020110100,2020299N11144,Goni,2020,c5,13.5,123.567,WP,Asia,PHL,Southeastern Asia,13.59346675,124.3216963,0.494892292,29.11331801,19.38880493,27.84499673,243.2920502,0.025733201,5
269,Goni2020_2020299N11144_2020110100,2020299N11144,Goni,2020,c5,13.5,123.567,WP,Asia,PHL,Southeastern Asia,12.85684821,123.9803365,0.245333607,28.37326731,17.55295584,27.84499673,168.6560812,0.048401019,5
270,Goni2020_2020299N11144_2020110112,2020299N11144,Goni,2020,c5,14.0333,121,WP,Asia,PHL,Southeastern Asia,13.92584832,121.8154113,0.204577679,27.08855233,18.55877852,26.83611818,315.3106287,-0.001226471,5
271,Goni2020_2020299N11144_2020110112,2020299N11144,Goni,2020,c5,14.0333,121,WP,Asia,PHL,Southeastern Asia,13.38866198,121.1416763,0.23330194,9.191776104,17.12565509,26.83611818,486.8748124,0.035035363,5
272,Grace2021_2021225N15313_2021081714,2021225N15313,Grace,2021,c3,18.2,-76.6,NAt,North America,JAM,Caribbean,17.95927904,-76.84702841,0.322565901,66.03695748,24.29960991,21.33088604,33.92381993,0.016713799,5
273,Grace2021_2021225N15313_2021082105,2021225N15313,Grace,2021,c3,20.6,-97.1,NAt,North America,MEX,Central America,20.56439336,-97.09505492,0.209406073,0.946256741,42.33667489,20.84033385,74.23211288,0.001582664,5
274,Gustav2008_2008238N13293_2008083018,2008238N13293,Gustav,2008,c4,21.6,-82.5,NAt,North America,CUB,Caribbean,21.5705072,-82.28183588,0.443721281,200.8087995,48.26435553,27.13638002,97.01543999,0.001228596,10
275,Gustav2008_2008238N13293_2008083018,2008238N13293,Gustav,2008,c4,21.6,-82.5,NAt,North America,CUB,Caribbean,22.30712295,-81.79674332,0.127646903,87.89266697,41.19107409,27.13638002,123.9835371,0.00013817,10
276,Gustav2008_2008238N13293_2008083018,2008238N13293,Gustav,2008,c4,21.6,-82.5,NAt,North America,CUB,Caribbean,22.18136087,-81.75182986,0.25323725,91.17753533,41.40335851,27.13638002,95.79523634,0.00013817,5
277,Gustav2008_2008238N13293_2008083018,2008238N13293,Gustav,2008,c4,21.6,-82.5,NAt,North America,CUB,Caribbean,21.60643909,-82.05725706,0.26481242,145.3299581,45.35415072,27.13638002,45.44683198,0.134719424,5
278,Gustav2008_2008238N13293_2008083018,2008238N13293,Gustav,2008,c4,21.6,-82.5,NAt,North America,CUB,Caribbean,21.70138916,-82.59366605,0.386827277,190.7482881,49.56436761,27.13638002,255.9199735,0.185592428,5
279,Gustav2008_2008238N13293_2008083018,2008238N13293,Gustav,2008,c4,21.6,-82.5,NAt,North America,CUB,Caribbean,21.73220373,-82.58127425,0.330093548,215.0801161,49.55612201,27.13638002,210.7531077,0.096436417,5
280,Gustav2008_2008238N13293_2008083018,2008238N13293,Gustav,2008,c4,21.6,-82.5,NAt,North America,CUB,Caribbean,22.28017522,-81.95844122,0.111772595,95.04354754,42.07502305,27.13638002,140.6988118,0.006402702,5
281,Gustav2008_2008238N13293_2008083018,2008238N13293,Gustav,2008,c4,21.6,-82.5,NAt,North America,CUB,Caribbean,22.23525816,-81.8730886,0.160785059,93.98786936,41.804173,27.13638002,404.3182967,3.66417644966204e-05,5
282,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.20507747,-83.09287629,0.556469012,83.14850553,52.13732418,22.71250607,120.2566949,0.000513258,5
283,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.61251525,-83.18858525,0.361835827,162.7060497,53.34643619,22.71250607,88.79700782,0.000757806,5
284,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.69778293,-83.21094625,0.276296289,172.3425347,52.10200513,22.71250607,208.2557925,0.000653031,5
285,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.04341684,-83.05094018,0.443750095,69.32453308,49.0681245,22.71250607,136.7626484,0.00052557,5
286,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.09127098,-83.14375207,0.426252912,76.27269211,49.68533871,22.71250607,86.10474433,0.000413125,5
287,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.65142203,-83.0868714,0.496906564,142.6612505,51.83332061,22.71250607,285.5741809,0.000660315,5
288,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.5496698,-82.89269144,0.691126573,111.8446347,50.73291418,22.71250607,65.07130552,0.00070035,5
289,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.4262229,-83.58212488,0.342403199,143.1776032,50.10695747,22.71250607,173.4788796,0.000284587,5
290,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.32146739,-83.53425648,0.239290595,119.5133581,49.39851528,22.71250607,330.7971563,0.000332545,5
291,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.0692978,-83.34881022,0.217879017,80.64478528,48.07132077,22.71250607,510.3243232,-7.59E-05,5
292,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.87299097,-83.14376798,0.392934218,145.4425313,48.60837983,22.71250607,245.548251,0.000511522,5
293,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.77419738,-82.95253622,0.155700824,120.9130389,48.25494119,22.71250607,321.7024177,0.00046196,5
294,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.17105754,-83.48170267,0.248200734,94.22116738,48.1545763,22.71250607,420.9190237,0.001004535,5
295,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.88798499,-83.02706103,0.238956832,126.236301,47.41687469,22.71250607,145.8134194,0.001248793,5
296,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.36043662,-83.146341,0.329826394,102.7338482,47.14854324,22.71250607,239.3753569,3.42945736434109e-05,5
297,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.5837426,-83.31064755,0.366197591,190.2083317,53.90090103,22.71250607,158.7058409,0.000307575,5
298,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.89396674,-82.96124878,0.253836572,117.7621098,46.80326624,22.71250607,153.281933,0.00122764,5
299,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.28305765,-83.94928617,0.271992442,86.83927703,44.63271758,22.71250607,158.3627659,-4.47E-05,5
300,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.50205659,-82.20330285,0.085757786,70.82994156,43.32708943,22.71250607,654.8201161,0.001240077,5
301,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.22620894,-84.17688977,0.156008374,68.74365031,42.7058513,22.71250607,124.3584405,0.053695146,5
302,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.43869986,-82.09290207,0.164759773,67.10302796,42.9326623,22.71250607,294.0552021,0.001866967,5
303,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.68441743,-82.2009875,0.211728117,71.36665768,42.59333428,22.71250607,96.03571975,0.001977293,5
304,Gustav2008_2008238N13293_2008083100,2008238N13293,Gustav,2008,c4,22.7,-83.5,NAt,North America,CUB,Caribbean,22.59451545,-82.07507511,0.200320527,67.29133148,42.26399465,22.71250607,279.8832505,0.001288037,5
305,Hagupit2014_2014334N02156_2014120618,2014334N02156,Hagupit,2014,c4,11.9,125.325,WP,Asia,PHL,Southeastern Asia,11.76090357,124.9864496,0.210624571,142.3220691,65.18121876,12.25430114,291.3527224,0.028392356,5
306,Hagupit2014_2014334N02156_2014120618,2014334N02156,Hagupit,2014,c4,11.9,125.325,WP,Asia,PHL,Southeastern Asia,12.14717941,125.489505,0.267529957,161.6871157,66.48970065,12.25430114,809.067879,0.005942487,5
307,Hagupit2014_2014334N02156_2014120618,2014334N02156,Hagupit,2014,c4,11.9,125.325,WP,Asia,PHL,Southeastern Asia,11.70700465,125.0223822,0.182750171,143.0573944,64.66590537,12.25430114,332.1302299,0.029577594,5
308,Hagupit2014_2014334N02156_2014120618,2014334N02156,Hagupit,2014,c4,11.9,125.325,WP,Asia,PHL,Southeastern Asia,12.1920949,125.5074725,0.275138654,155.5995195,66.08509287,12.25430114,408.2735697,0.071003018,5
309,Hagupit2014_2014334N02156_2014120618,2014334N02156,Hagupit,2014,c4,11.9,125.325,WP,Asia,PHL,Southeastern Asia,11.65310573,125.0044159,0.275486122,137.4093271,63.94581504,12.25430114,319.0774498,0.026018909,5
310,Hagupit2014_2014334N02156_2014120618,2014334N02156,Hagupit,2014,c4,11.9,125.325,WP,Asia,PHL,Southeastern Asia,11.63513943,125.4715399,0.360214353,149.7698494,64.70180813,12.25430114,523.9454156,0.008489675,5
311,Hagupit2014_2014334N02156_2014120618,2014334N02156,Hagupit,2014,c4,11.9,125.325,WP,Asia,PHL,Southeastern Asia,12.22802751,125.4715399,0.249506938,153.6111595,65.64489711,12.25430114,462.5211716,0.08936078,5
312,Hagupit2014_2014334N02156_2014120618,2014334N02156,Hagupit,2014,c4,11.9,125.325,WP,Asia,PHL,Southeastern Asia,12.26396013,125.4356073,0.171666757,150.904503,65.18438477,12.25430114,430.4178734,0.060554676,5
313,Hagupit2014_2014334N02156_2014120812,2014334N02156,Hagupit,2014,c4,13.75,121.25,WP,Asia,PHL,Southeastern Asia,13.50363522,120.9799635,0.212692943,74.99117128,50.51186947,6.32451792,152.932169,0.056635835,5
314,Hagupit2014_2014334N02156_2014120812,2014334N02156,Hagupit,2014,c4,13.75,121.25,WP,Asia,PHL,Southeastern Asia,13.92584832,121.8154113,0.193539607,75.71522346,51.16112173,6.32451792,429.5133354,-0.001361385,5
315,Hagupit2014_2014334N02156_2014120812,2014334N02156,Hagupit,2014,c4,13.75,121.25,WP,Asia,PHL,Southeastern Asia,13.40183898,121.1416656,0.115736682,74.84033317,50.80738507,6.32451792,441.2577959,0.018609579,5
316,Hagupit2014_2014334N02156_2014120812,2014334N02156,Hagupit,2014,c4,13.75,121.25,WP,Asia,PHL,Southeastern Asia,13.37788144,121.171621,0.311020827,74.19155961,50.82602395,6.32451792,405.2355501,0.023744112,5
317,Haima2016_2016288N07145_2016101918,2016288N07145,Haima,2016,c4,17.775,121.55,WP,Asia,PHL,Southeastern Asia,18.33657127,121.6051918,0.22996625,143.8208626,58.53562483,26.91212741,741.9382524,0.161879771,5
318,Haima2016_2016288N07145_2016101918,2016288N07145,Haima,2016,c4,17.775,121.55,WP,Asia,PHL,Southeastern Asia,18.37250241,122.3184551,0.539549634,119.6241167,57.04904894,26.91212741,184.8041034,0.021383833,5
319,Haima2016_2016288N07145_2016101918,2016288N07145,Haima,2016,c4,17.775,121.55,WP,Asia,PHL,Southeastern Asia,18.49826821,122.2196385,0.423973053,118.6908121,56.70555923,26.91212741,108.0376049,0.036291374,5
320,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,10.86258828,125.0044159,0.393597604,160.2394194,42.41474691,41.10782364,162.6789742,0.011361314,5
321,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.9729075,124.738514,0.210026243,130.1044999,37.46411746,41.10782364,546.9500569,0.056247368,15
322,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.97650038,124.716955,0.185061379,129.8504876,37.44324883,41.10782364,326.055368,0.056247368,20
323,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,9.842107657,125.9997518,0.352313142,62.17542778,38.09410616,41.10782364,561.1841864,0.064486003,5
324,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,10.92248143,124.4714172,0.399977548,153.26399,41.64535972,41.10782364,223.6401699,0.024588879,5
325,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.09019321,125.4955167,0.494380884,145.9417306,39.83350996,41.10782364,414.3224115,0.009256513,5
326,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,10.8267338,124.770938,0.304291358,175.6772827,43.10473192,41.10782364,286.8070833,0.050837278,5
327,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.24012028,124.9866552,0.333109545,196.9614284,42.04621481,41.10782364,289.3750431,0.02297592,5
328,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,10.73682414,125.0044159,0.349107772,144.6128002,41.49783751,41.10782364,203.1688359,0.056256815,5
329,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.23120004,125.2203192,0.354151118,168.6387171,40.63063208,41.10782364,270.4416542,0.051693865,5
330,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.18598178,125.6152703,0.373032758,136.586636,39.43242441,41.10782364,145.011494,0.081849596,5
331,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.32989005,125.2381495,0.474750021,161.1694483,40.14024164,41.10782364,260.6726772,0.082693153,5
332,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,10.6290263,124.8067866,0.237030185,139.7018065,40.98688651,41.10782364,155.0808506,0.01361429,5
333,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.47344277,124.9385418,0.209417394,169.5050835,40.25734171,41.10782364,375.0441095,0.124150639,5
334,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.57225707,124.8427192,0.281130637,160.7249929,39.62162935,41.10782364,222.3491554,0.078550403,5
335,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.70700465,125.0223822,0.130791429,144.8568697,38.67177551,41.10782364,101.3694563,0.031779628,5
336,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.69810913,125.229105,0.293235299,138.7840649,38.46758246,41.10782364,245.9824671,0.026722715,5
337,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.93158331,124.7618714,0.226302287,132.4874282,37.64570485,41.10782364,215.9367651,0.087481333,10
338,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,11.94056719,124.7349213,0.21514207,131.9210856,37.60002503,41.10782364,218.0839616,0.087481333,15
339,Haiyan2013_2013306N07162_2013110800,2013306N07162,Haiyan,2013,c5,11.025,124.775,WP,Asia,PHL,Southeastern Asia,9.97074167,125.6277116,0.329984302,72.09880303,37.93611536,41.10782364,421.6097629,0.050182463,5
340,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,18.78573232,-87.85139064,0.207370312,35.24644775,30.50860188,23.00572728,287.3886819,0.089677833,10
341,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,18.78572974,-87.85139064,0.27087476,35.24615451,30.50858312,23.00572728,116.0294565,0.089677833,15
342,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,19.48641502,-87.42918246,0.390013852,52.59783231,31.42924639,23.00572728,43.26350886,0.054133519,5
343,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,18.84860505,-87.88726267,0.184858956,41.86445678,30.95560418,23.00572728,113.209811,0.083205123,10
344,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,18.96539216,-87.82444118,0.249701055,47.50927243,31.30764736,23.00572728,57.60096931,0.077146616,15
345,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,18.83962802,-87.64477813,0.291536986,43.20648363,30.87447265,23.00572728,68.53004269,0.122416301,5
346,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,18.26470623,-87.82444118,0.217960395,22.17306615,30.77017665,23.00572728,66.65895367,0.025553751,5
347,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,19.00729953,-87.67465287,0.262027554,49.35846364,31.33135048,23.00572728,135.6127119,0.107484755,5
348,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,18.61203568,-87.81831638,0.102669913,0,29.01526482,23.00572728,91.98916235,0.053794314,5
349,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,18.66895142,-87.86025387,0.086347832,19.26387957,29.50108835,23.00572728,45.81331629,0.080560061,5
350,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,17.95030512,-88.07592383,0.117025351,28.55395269,30.94264283,23.00572728,103.4798539,0.080747085,5
351,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,17.92334643,-88.2017336,0.266328899,28.69451074,30.95372354,23.00572728,47.82082158,0.001655591,5
352,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,19.39658349,-87.53698029,0.370876546,52.77494834,31.52680688,23.00572728,55.41810997,0.009278911,5
353,Harvey2017_2017228N14314_2017082206,2017228N14314,Harvey,2017,c4,18.6,-87.8,NAt,North America,MEX,Central America,19.50438133,-87.46511507,0.140330535,52.58631177,31.46171518,23.00572728,48.63436508,0.050685633,5
354,Heidi2012_2012009S12121_2012011121,2012009S12121,Heidi,2012,c2,-20.445,118.678,SI,Oceania,AUS,Australasia,-20.55149278,117.9346778,0.126448645,33.26444609,46.10973907,12.26168347,117.3840727,-6.37E-05,5
355,Heidi2012_2012009S12121_2012011121,2012009S12121,Heidi,2012,c2,-20.445,118.678,SI,Oceania,AUS,Australasia,-20.59641307,117.8717926,0.218607613,31.47580238,45.19719606,12.26168347,120.3188896,-3.82E-05,5
356,Hola2018_2018064S16172_2018030706,2018064S16172,Hola,2018,c3,-16.15,167.15,SP,Oceania,VUT,Melanesia,-16.12280295,167.4587963,0.243958085,116.1751886,46.90856676,12.8740013,123.0500507,0.046947732,5
357,Ida2009_2009308N11279_2009110512,2009308N11279,Ida,2009,c2,12.9,-83.6,NAt,North America,NIC,Central America,13.01854497,-83.53049412,0.317875139,112.2674337,47.16082648,6.637780058,133.013628,0.000786885,5
358,Idai2019_2019063S18038_2019031500,2019063S18038,Idai,2019,c4,-19.7,34.8,SI,Africa,MOZ,Eastern Africa,-19.84182823,34.77762879,0.594846439,163.6680338,62.52923927,12.64627948,190.6313171,0.003109426,5
359,Idai2019_2019063S18038_2019031500,2019063S18038,Idai,2019,c4,-19.7,34.8,SI,Africa,MOZ,Eastern Africa,-19.91369345,34.75966249,0.442469525,152.6206605,61.19024266,12.64627948,158.6862547,0.005205552,5
